AwardsRowID,awardName,year,leagueID,personID,pointsWon,pointsMax,votesFirst,tie,notes,isShared
2847,MVP,1943,AL,smithal03,19.0,336.0,0.0,NULL,NULL,Y
2848,Baseball Magazine All-Star,1943,AL,spencst01,NULL,NULL,NULL,NULL,CF,N
2849,MVP,1943,AL,stephve01,49.0,336.0,0.0,NULL,NULL,Y
2850,MVP,1943,AL,taborji01,1.0,336.0,0.0,NULL,NULL,Y
2851,MVP,1943,NL,tobinji01,5.0,336.0,0.0,NULL,NULL,Y
2852,Baseball Magazine All-Star,1943,AL,troutdi01,NULL,NULL,NULL,NULL,P2,N
2853,MVP,1943,AL,troutdi01,38.0,336.0,0.0,NULL,NULL,Y
2854,Baseball Magazine All-Star,1943,NL,vaughar01,NULL,NULL,NULL,NULL,3B,N
2855,MVP,1943,NL,vaughar01,15.0,336.0,0.0,NULL,NULL,Y
2856,MVP,1943,AL,wagneha01,1.0,336.0,0.0,NULL,NULL,Y
2857,Baseball Magazine All-Star,1943,AL,wakefdi01,NULL,NULL,NULL,NULL,RF,N
2858,TSN All-Star,1943,ML,wakefdi01,NULL,NULL,NULL,NULL,OF,N
2859,MVP,1943,AL,wakefdi01,72.0,336.0,0.0,NULL,NULL,Y
2860,MVP,1943,NL,walkedi02,5.0,336.0,0.0,NULL,NULL,Y
2861,MVP,1943,NL,waltebu01,1.0,336.0,0.0,NULL,NULL,Y
2862,MVP,1943,NL,witekmi01,21.0,336.0,0.0,NULL,NULL,Y
2863,MVP,1943,AL,wolffro01,4.0,336.0,0.0,NULL,NULL,Y
2864,MVP,1943,NL,wyattwh01,15.0,336.0,0.0,NULL,NULL,Y
2865,MVP,1943,AL,wynnea01,13.0,336.0,0.0,NULL,NULL,Y
2866,Baseball Magazine All-Star,1943,AL,yorkru01,NULL,NULL,NULL,NULL,1B,N
2867,Baseball Magazine All-Star,1943,ML,yorkru01,NULL,NULL,NULL,NULL,1B,N
2868,TSN All-Star,1943,ML,yorkru01,NULL,NULL,NULL,NULL,1B,N
2869,MVP,1943,AL,yorkru01,152.0,336.0,1.0,NULL,NULL,Y
2870,MVP,1944,NL,barrejo01,8.0,336.0,0.0,NULL,NULL,Y
2871,MVP,1944,AL,borowha01,2.0,336.0,0.0,NULL,NULL,Y
2872,MVP,1944,AL,boudrlo01,84.0,336.0,0.0,NULL,NULL,Y
2873,MVP,1944,NL,cavarph01,27.0,336.0,0.0,NULL,NULL,Y
2874,MVP,1944,AL,chrisma01,27.0,336.0,0.0,NULL,NULL,Y
2875,Baseball Magazine All-Star,1944,ML,coopemo01,NULL,NULL,NULL,NULL,P3,N
2876,Baseball Magazine All-Star,1944,NL,coopemo01,NULL,NULL,NULL,NULL,P2,N
2877,TSN All-Star,1944,ML,coopemo01,NULL,NULL,NULL,NULL,P,N
2878,MVP,1944,NL,coopemo01,63.0,336.0,0.0,NULL,NULL,Y
2879,Baseball Magazine All-Star,1944,ML,coopewa01,NULL,NULL,NULL,NULL,C,N
2880,Baseball Magazine All-Star,1944,NL,coopewa01,NULL,NULL,NULL,NULL,C,N
2881,TSN All-Star,1944,ML,coopewa01,NULL,NULL,NULL,NULL,C,N
2882,MVP,1944,NL,coopewa01,72.0,336.0,1.0,NULL,NULL,Y
2883,MVP,1944,AL,cramedo01,14.0,336.0,0.0,NULL,NULL,Y
2884,MVP,1944,AL,crosefr01,2.0,336.0,0.0,NULL,NULL,Y
2885,MVP,1944,AL,cullero01,5.0,336.0,0.0,NULL,NULL,Y
2886,MVP,1944,NL,dahlgba01,33.0,336.0,1.0,NULL,NULL,Y
2887,TSN All-Star,1944,ML,doerrbo01,NULL,NULL,NULL,NULL,2B,N
2888,TSN Guide MVP,1944,AL,doerrbo01,NULL,NULL,NULL,NULL,NULL,N
2889,TSN Player of the Year,1944,AL,doerrbo01,NULL,NULL,NULL,NULL,NULL,N
2890,MVP,1944,AL,doerrbo01,75.0,336.0,0.0,NULL,NULL,Y
2891,Baseball Magazine All-Star,1944,ML,elliobo01,NULL,NULL,NULL,NULL,3B,N
2892,Baseball Magazine All-Star,1944,NL,elliobo01,NULL,NULL,NULL,NULL,3B,N
2893,TSN All-Star,1944,ML,elliobo01,NULL,NULL,NULL,NULL,3B,N
2894,MVP,1944,NL,elliobo01,57.0,336.0,0.0,NULL,NULL,Y
2895,MVP,1944,AL,ettenni01,5.0,336.0,0.0,NULL,NULL,Y
2896,Baseball Magazine All-Star,1944,AL,foxpe01,NULL,NULL,NULL,NULL,RF,N
2897,MVP,1944,AL,foxpe01,12.0,336.0,0.0,NULL,NULL,Y
2898,MVP,1944,NL,galanau01,1.0,336.0,0.0,NULL,NULL,Y
2899,MVP,1944,AL,guttedo01,7.0,336.0,0.0,NULL,NULL,Y
2900,MVP,1944,NL,hackst01,2.0,336.0,0.0,NULL,NULL,Y
2901,Baseball Magazine All-Star,1944,AL,hayesfr01,NULL,NULL,NULL,NULL,C,N
2902,MVP,1944,AL,hayesfr01,13.0,336.0,0.0,NULL,NULL,Y
2903,MVP,1944,AL,hemslro01,4.0,336.0,0.0,NULL,NULL,Y
2904,MVP,1944,AL,higgipi01,7.0,336.0,0.0,NULL,NULL,Y
2905,MVP,1944,AL,hodgira01,2.0,336.0,0.0,NULL,NULL,Y
2906,MVP,1944,NL,holmeto01,6.0,336.0,0.0,NULL,NULL,Y
2907,MVP,1944,NL,hoppjo01,10.0,336.0,0.0,NULL,NULL,Y
2908,Baseball Magazine All-Star,1944,AL,hughste01,NULL,NULL,NULL,NULL,P3,N
2909,MVP,1944,AL,hughste01,22.0,336.0,0.0,NULL,NULL,Y
2910,MVP,1944,AL,johnsbo01,51.0,336.0,0.0,NULL,NULL,Y
2911,MVP,1944,AL,kellge01,6.0,336.0,0.0,NULL,NULL,Y
2912,Baseball Magazine All-Star,1944,AL,keltnke01,NULL,NULL,NULL,NULL,3B,N
2913,MVP,1944,AL,krameja01,9.0,336.0,0.0,NULL,NULL,Y
2914,MVP,1944,AL,kreevmi01,4.0,336.0,0.0,NULL,NULL,Y
2915,MVP,1944,NL,kurowwh01,1.0,336.0,0.0,NULL,NULL,Y
2916,MVP,1944,NL,laniema01,2.0,336.0,0.0,NULL,NULL,Y
2917,MVP,1944,AL,lindejo01,8.0,336.0,0.0,NULL,NULL,Y
2918,MVP,1944,NL,lupieto01,3.0,336.0,0.0,NULL,NULL,Y
2919,Baseball Magazine All-Star,1944,ML,marioma01,NULL,NULL,NULL,NULL,SS,N
2920,Baseball Magazine All-Star,1944,NL,marioma01,NULL,NULL,NULL,NULL,SS,N
2921,Most Valuable Player,1944,NL,marioma01,NULL,NULL,NULL,NULL,NULL,N
2922,TSN All-Star,1944,ML,marioma01,NULL,NULL,NULL,NULL,SS,N
2923,TSN Guide MVP,1944,NL,marioma01,NULL,NULL,NULL,NULL,NULL,N
2924,TSN Major League Player of the Year,1944,ML,marioma01,NULL,NULL,NULL,NULL,NULL,N
2925,TSN Player of the Year,1944,NL,marioma01,NULL,NULL,NULL,NULL,NULL,N
2926,MVP,1944,NL,marioma01,190.0,336.0,7.0,NULL,NULL,Y
2927,MVP,1944,AL,mayoed01,3.0,336.0,0.0,NULL,NULL,Y
2928,MVP,1944,NL,mccorfr01,32.0,336.0,0.0,NULL,NULL,Y
2929,MVP,1944,AL,mcquige02,7.0,336.0,0.0,NULL,NULL,Y
2930,Baseball Magazine All-Star,1944,NL,medwijo01,NULL,NULL,NULL,NULL,LF,N
2931,MVP,1944,NL,medwijo01,9.0,336.0,0.0,NULL,NULL,Y
2932,MVP,1944,NL,milleed03,7.0,336.0,0.0,NULL,NULL,Y
2933,MVP,1944,AL,moseswa01,4.0,336.0,0.0,NULL,NULL,Y
2934,MVP,1944,NL,muellra01,85.0,336.0,2.0,NULL,NULL,Y
2935,MVP,1944,AL,muncrbo01,1.0,336.0,0.0,NULL,NULL,Y
2936,Baseball Magazine All-Star,1944,ML,musiast01,NULL,NULL,NULL,NULL,CF,N
2937,Baseball Magazine All-Star,1944,NL,musiast01,NULL,NULL,NULL,NULL,CF,N
2938,TSN All-Star,1944,ML,musiast01,NULL,NULL,NULL,NULL,OF,N
2939,MVP,1944,NL,musiast01,136.0,336.0,3.0,NULL,NULL,Y
2940,Baseball Magazine All-Star,1944,AL,newhoha01,NULL,NULL,NULL,NULL,P1,N
2941,Baseball Magazine All-Star,1944,ML,newhoha01,NULL,NULL,NULL,NULL,P1,N
2942,Most Valuable Player,1944,AL,newhoha01,NULL,NULL,NULL,NULL,NULL,N
2943,TSN All-Star,1944,ML,newhoha01,NULL,NULL,NULL,NULL,P,N
2944,TSN Pitcher of the Year,1944,AL,newhoha01,NULL,NULL,NULL,NULL,NULL,N
2945,MVP,1944,AL,newhoha01,236.0,336.0,7.0,NULL,NULL,Y
2946,Baseball Magazine All-Star,1944,ML,nichobi01,NULL,NULL,NULL,NULL,RF,N
2947,Baseball Magazine All-Star,1944,NL,nichobi01,NULL,NULL,NULL,NULL,RF,N
2948,MVP,1944,NL,nichobi01,189.0,336.0,4.0,NULL,NULL,Y
2949,MVP,1944,NL,northro01,10.0,336.0,0.0,NULL,NULL,Y
2950,MVP,1944,NL,ottme01,20.0,336.0,0.0,NULL,NULL,Y
2951,MVP,1944,AL,pottene01,52.0,336.0,0.0,NULL,NULL,Y
2952,MVP,1944,AL,richapa01,8.0,336.0,0.0,NULL,NULL,Y
2953,MVP,1944,NL,russeji01,1.0,336.0,0.0,NULL,NULL,Y
2954,MVP,1944,NL,ryanco01,2.0,336.0,0.0,NULL,NULL,Y
2955,Baseball Magazine All-Star,1944,NL,sandera01,NULL,NULL,NULL,NULL,1B,N
2956,TSN All-Star,1944,ML,sandera01,NULL,NULL,NULL,NULL,1B,N
2957,MVP,1944,NL,sandera01,25.0,336.0,0.0,NULL,NULL,Y
2958,TSN Manager of the Year,1944,ML,sewellu01,NULL,NULL,NULL,NULL,NULL,N
2959,MVP,1944,NL,sewelri01,49.0,336.0,0.0,NULL,NULL,Y
2960,MVP,1944,AL,siebedi01,3.0,336.0,0.0,NULL,NULL,Y
2961,Baseball Magazine All-Star,1944,AL,spencst01,NULL,NULL,NULL,NULL,CF,N
2962,MVP,1944,AL,spencst01,56.0,336.0,0.0,NULL,NULL,Y
2963,Baseball Magazine All-Star,1944,AL,stephve01,NULL,NULL,NULL,NULL,SS,N
2964,MVP,1944,AL,stephve01,193.0,336.0,4.0,NULL,NULL,Y
2965,Baseball Magazine All-Star,1944,AL,stirnsn01,NULL,NULL,NULL,NULL,2B,N
2966,Baseball Magazine All-Star,1944,ML,stirnsn01,NULL,NULL,NULL,NULL,2B,N
2967,MVP,1944,AL,stirnsn01,129.0,336.0,1.0,NULL,NULL,Y
2968,MVP,1944,NL,tobinji01,13.0,336.0,0.0,NULL,NULL,Y
2969,Baseball Magazine All-Star,1944,AL,troutdi01,NULL,NULL,NULL,NULL,P2,N
2970,TSN All-Star,1944,ML,troutdi01,NULL,NULL,NULL,NULL,P,N
2971,MVP,1944,AL,troutdi01,232.0,336.0,10.0,NULL,NULL,Y
2972,Baseball Magazine All-Star,1944,NL,verbaem01,NULL,NULL,NULL,NULL,2B,N
2973,Baseball Magazine All-Star,1944,NL,voisebi01,NULL,NULL,NULL,NULL,P3,N
2974,TSN Pitcher of the Year,1944,NL,voisebi01,NULL,NULL,NULL,NULL,NULL,N
2975,MVP,1944,NL,voisebi01,107.0,336.0,0.0,NULL,NULL,Y
2976,Baseball Magazine All-Star,1944,AL,wakefdi01,NULL,NULL,NULL,NULL,LF,N
2977,Baseball Magazine All-Star,1944,ML,wakefdi01,NULL,NULL,NULL,NULL,LF,N
2978,TSN All-Star,1944,ML,wakefdi01,NULL,NULL,NULL,NULL,OF,N
2979,MVP,1944,AL,wakefdi01,128.0,336.0,2.0,NULL,NULL,Y
2980,TSN All-Star,1944,ML,walkedi02,NULL,NULL,NULL,NULL,OF,N
2981,MVP,1944,NL,walkedi02,145.0,336.0,3.0,NULL,NULL,Y
2982,Baseball Magazine All-Star,1944,ML,waltebu01,NULL,NULL,NULL,NULL,P2,N
2983,Baseball Magazine All-Star,1944,NL,waltebu01,NULL,NULL,NULL,NULL,P1,N
2984,MVP,1944,NL,waltebu01,107.0,336.0,3.0,NULL,NULL,Y
2985,MVP,1944,NL,wilkste01,4.0,336.0,0.0,NULL,NULL,Y
2986,Baseball Magazine All-Star,1944,AL,yorkru01,NULL,NULL,NULL,NULL,1B,N
2987,Baseball Magazine All-Star,1944,ML,yorkru01,NULL,NULL,NULL,NULL,1B,N
2988,MVP,1944,AL,yorkru01,5.0,336.0,0.0,NULL,NULL,Y
2989,MVP,1945,NL,adamsac01,4.0,336.0,0.0,NULL,NULL,Y
2990,MVP,1945,NL,adamsbu01,12.0,336.0,0.0,NULL,NULL,Y
2991,MVP,1945,NL,barrejo01,8.0,336.0,0.0,NULL,NULL,Y
2992,Baseball Magazine All-Star,1945,NL,barrere01,NULL,NULL,NULL,NULL,P3,N
2993,MVP,1945,NL,barrere01,151.0,336.0,1.0,NULL,NULL,Y
2994,MVP,1945,AL,bentoal01,6.0,336.0,0.0,NULL,NULL,Y
2995,MVP,1945,AL,binksge01,9.0,336.0,0.0,NULL,NULL,Y
2996,TSN Manager of the Year,1945,ML,bluegos01,NULL,NULL,NULL,NULL,NULL,N
2997,Baseball Magazine All-Star,1945,ML,borowha01,NULL,NULL,NULL,NULL,P4,N
2998,Baseball Magazine All-Star,1945,NL,borowha01,NULL,NULL,NULL,NULL,P2,N
2999,TSN All-Star,1945,ML,borowha01,NULL,NULL,NULL,NULL,P,N
3000,TSN Pitcher of the Year,1945,NL,borowha01,NULL,NULL,NULL,NULL,NULL,N
3001,MVP,1945,NL,borowha01,84.0,336.0,1.0,NULL,NULL,Y
3002,MVP,1945,AL,boudrlo01,70.0,336.0,0.0,NULL,NULL,Y
3003,Baseball Magazine All-Star,1945,ML,brechha01,NULL,NULL,NULL,NULL,P2,N
3004,Baseball Magazine All-Star,1945,NL,brechha01,NULL,NULL,NULL,NULL,P1,N
3005,MVP,1945,NL,brechha01,31.0,336.0,0.0,NULL,NULL,Y
3006,MVP,1945,AL,casege01,60.0,336.0,0.0,NULL,NULL,Y
3007,Baseball Magazine All-Star,1945,ML,cavarph01,NULL,NULL,NULL,NULL,1B,N
3008,Baseball Magazine All-Star,1945,NL,cavarph01,NULL,NULL,NULL,NULL,1B,N
3009,Most Valuable Player,1945,NL,cavarph01,NULL,NULL,NULL,NULL,NULL,N
3010,TSN All-Star,1945,ML,cavarph01,NULL,NULL,NULL,NULL,1B,N
3011,MVP,1945,NL,cavarph01,279.0,336.0,15.0,NULL,NULL,Y
3012,MVP,1945,AL,chrisma01,5.0,336.0,0.0,NULL,NULL,Y
3013,MVP,1945,AL,chrisru01,1.0,336.0,0.0,NULL,NULL,Y
3014,MVP,1945,AL,cramedo01,4.0,336.0,0.0,NULL,NULL,Y
3015,Baseball Magazine All-Star,1945,AL,cuccito01,NULL,NULL,NULL,NULL,3B,N
3016,MVP,1945,AL,cuccito01,18.0,336.0,0.0,NULL,NULL,Y
3017,Baseball Magazine All-Star,1945,AL,cullero01,NULL,NULL,NULL,NULL,RF,N
3018,MVP,1945,AL,cullero01,26.0,336.0,0.0,NULL,NULL,Y
3019,MVP,1945,NL,dimagvi01,1.0,336.0,0.0,NULL,NULL,Y
3020,MVP,1945,NL,elliobo01,15.0,336.0,0.0,NULL,NULL,Y
3021,MVP,1945,AL,estalbo01,5.0,336.0,0.0,NULL,NULL,Y
3022,Baseball Magazine All-Star,1945,AL,ettenni01,NULL,NULL,NULL,NULL,1B,N
3023,MVP,1945,AL,ettenni01,21.0,336.0,0.0,NULL,NULL,Y
3024,MVP,1945,AL,ferreri01,6.0,336.0,0.0,NULL,NULL,Y
3025,Baseball Magazine All-Star,1945,AL,ferrida01,NULL,NULL,NULL,NULL,P2,N
3026,Baseball Magazine All-Star,1945,ML,ferrida01,NULL,NULL,NULL,NULL,P3,N
3027,TSN All-Star,1945,ML,ferrida01,NULL,NULL,NULL,NULL,P,N
3028,MVP,1945,AL,ferrida01,148.0,336.0,2.0,NULL,NULL,Y
3029,MVP,1945,NL,galanau01,18.0,336.0,0.0,NULL,NULL,Y
3030,Baseball Magazine All-Star,1945,AL,greenha01,NULL,NULL,NULL,NULL,LF,N
3031,Baseball Magazine All-Star,1945,ML,greenha01,NULL,NULL,NULL,NULL,LF,N
3032,MVP,1945,AL,greenha01,25.0,336.0,0.0,NULL,NULL,Y
3033,MVP,1945,NL,greggha01,2.0,336.0,0.0,NULL,NULL,Y
3034,Baseball Magazine All-Star,1945,AL,gromest01,NULL,NULL,NULL,NULL,P3,N
3035,MVP,1945,NL,hackst01,42.0,336.0,0.0,NULL,NULL,Y
3036,MVP,1945,AL,hayesfr01,5.0,336.0,0.0,NULL,NULL,Y
3037,Baseball Magazine All-Star,1945,AL,heathje01,NULL,NULL,NULL,NULL,CF,N
3038,MVP,1945,AL,heathje01,10.0,336.0,0.0,NULL,NULL,Y
3039,MVP,1945,NL,heussed01,7.0,336.0,0.0,NULL,NULL,Y
3040,Baseball Magazine All-Star,1945,NL,holmeto01,NULL,NULL,NULL,NULL,LF,N
3041,TSN All-Star,1945,ML,holmeto01,NULL,NULL,NULL,NULL,OF,N
3042,TSN Guide MVP,1945,NL,holmeto01,NULL,NULL,NULL,NULL,NULL,N
3043,TSN Player of the Year,1945,NL,holmeto01,NULL,NULL,NULL,NULL,NULL,N
3044,MVP,1945,NL,holmeto01,175.0,336.0,3.0,NULL,NULL,Y
3045,MVP,1945,NL,hoppjo01,17.0,336.0,0.0,NULL,NULL,Y
3046,MVP,1945,AL,johnsbo01,6.0,336.0,0.0,NULL,NULL,Y
3047,MVP,1945,NL,johnsdo02,7.0,336.0,0.0,NULL,NULL,Y
3048,MVP,1945,NL,karlan01,4.0,336.0,0.0,NULL,NULL,Y
3049,MVP,1945,NL,kerrbu01,7.0,336.0,0.0,NULL,NULL,Y
3050,MVP,1945,AL,kuheljo01,29.0,336.0,1.0,NULL,NULL,Y
3051,Baseball Magazine All-Star,1945,ML,kurowwh01,NULL,NULL,NULL,NULL,3B,N
3052,Baseball Magazine All-Star,1945,NL,kurowwh01,NULL,NULL,NULL,NULL,3B,N
3053,TSN All-Star,1945,ML,kurowwh01,NULL,NULL,NULL,NULL,3B,N
3054,MVP,1945,NL,kurowwh01,90.0,336.0,0.0,NULL,NULL,Y
3055,MVP,1945,AL,lakeed01,2.0,336.0,0.0,NULL,NULL,Y
3056,MVP,1945,AL,leonadu02,16.0,336.0,0.0,NULL,NULL,Y
3057,Baseball Magazine All-Star,1945,NL,lopezal01,NULL,NULL,NULL,NULL,C,N
3058,MVP,1945,NL,lopezal01,2.0,336.0,0.0,NULL,NULL,Y
3059,MVP,1945,NL,lowrepe01,5.0,336.0,0.0,NULL,NULL,Y
3060,Baseball Magazine All-Star,1945,NL,marioma01,NULL,NULL,NULL,NULL,SS,N
3061,TSN All-Star,1945,ML,marioma01,NULL,NULL,NULL,NULL,SS,N
3062,MVP,1945,NL,marioma01,69.0,336.0,0.0,NULL,NULL,Y
3063,MVP,1945,NL,masiph01,2.0,336.0,0.0,NULL,NULL,Y
3064,TSN Guide MVP,1945,AL,mayoed01,NULL,NULL,NULL,NULL,NULL,N
3065,TSN Player of the Year,1945,AL,mayoed01,NULL,NULL,NULL,NULL,NULL,N
3066,MVP,1945,AL,mayoed01,164.0,336.0,7.0,NULL,NULL,Y
3067,MVP,1945,NL,mccorfr01,6.0,336.0,0.0,NULL,NULL,Y
3068,MVP,1945,NL,milleed03,2.0,336.0,0.0,NULL,NULL,Y
3069,MVP,1945,AL,moseswa01,4.0,336.0,0.0,NULL,NULL,Y
3070,MVP,1945,AL,muncrbo01,8.0,336.0,0.0,NULL,NULL,Y
3071,MVP,1945,AL,myattge01,98.0,336.0,1.0,NULL,NULL,Y
3072,Baseball Magazine All-Star,1945,AL,newhoha01,NULL,NULL,NULL,NULL,P1,N
3073,Baseball Magazine All-Star,1945,ML,newhoha01,NULL,NULL,NULL,NULL,P1,N
3074,Most Valuable Player,1945,AL,newhoha01,NULL,NULL,NULL,NULL,NULL,N
3075,Pitching Triple Crown,1945,AL,newhoha01,NULL,NULL,NULL,NULL,NULL,N
3076,TSN All-Star,1945,ML,newhoha01,NULL,NULL,NULL,NULL,P,N
3077,TSN Major League Player of the Year,1945,ML,newhoha01,NULL,NULL,NULL,NULL,NULL,N
3078,TSN Pitcher of the Year,1945,AL,newhoha01,NULL,NULL,NULL,NULL,NULL,N
3079,MVP,1945,AL,newhoha01,236.0,336.0,9.0,NULL,NULL,Y
3080,MVP,1945,AL,newsosk01,1.0,336.0,0.0,NULL,NULL,Y
3081,MVP,1945,NL,olmolu01,13.0,336.0,0.0,NULL,NULL,Y
3082,MVP,1945,NL,ottme01,22.0,336.0,0.0,NULL,NULL,Y
3083,Baseball Magazine All-Star,1945,ML,pafkoan01,NULL,NULL,NULL,NULL,CF,N
3084,Baseball Magazine All-Star,1945,NL,pafkoan01,NULL,NULL,NULL,NULL,CF,N
3085,TSN All-Star,1945,ML,pafkoan01,NULL,NULL,NULL,NULL,OF,N
3086,MVP,1945,NL,pafkoan01,131.0,336.0,4.0,NULL,NULL,Y
3087,MVP,1945,NL,passecl01,9.0,336.0,0.0,NULL,NULL,Y
3088,Baseball Magazine All-Star,1945,AL,richapa01,NULL,NULL,NULL,NULL,C,N
3089,Baseball Magazine All-Star,1945,ML,richapa01,NULL,NULL,NULL,NULL,C,N
3090,TSN All-Star,1945,ML,richapa01,NULL,NULL,NULL,NULL,C,N
3091,MVP,1945,AL,richapa01,35.0,336.0,0.0,NULL,NULL,Y
3092,TSN All-Star,1945,ML,rosengo01,NULL,NULL,NULL,NULL,OF,N
3093,MVP,1945,NL,rosengo01,56.0,336.0,0.0,NULL,NULL,Y
3094,MVP,1945,NL,salkebi01,6.0,336.0,0.0,NULL,NULL,Y
3095,MVP,1945,AL,schalro01,13.0,336.0,0.0,NULL,NULL,Y
3096,MVP,1945,NL,stanked01,1.0,336.0,0.0,NULL,NULL,Y
3097,Baseball Magazine All-Star,1945,AL,stephve01,NULL,NULL,NULL,NULL,SS,N
3098,Baseball Magazine All-Star,1945,ML,stephve01,NULL,NULL,NULL,NULL,SS,N
3099,MVP,1945,AL,stephve01,94.0,336.0,0.0,NULL,NULL,Y
3100,Baseball Magazine All-Star,1945,AL,stirnsn01,NULL,NULL,NULL,NULL,2B,N
3101,Baseball Magazine All-Star,1945,ML,stirnsn01,NULL,NULL,NULL,NULL,2B,N
3102,TSN All-Star,1945,ML,stirnsn01,NULL,NULL,NULL,NULL,2B,N
3103,MVP,1945,AL,stirnsn01,161.0,336.0,4.0,NULL,NULL,Y
3104,MVP,1945,AL,treshmi01,33.0,336.0,0.0,NULL,NULL,Y
3105,MVP,1945,AL,troutdi01,17.0,336.0,0.0,NULL,NULL,Y
3106,Baseball Magazine All-Star,1945,NL,verbaem01,NULL,NULL,NULL,NULL,2B,N
3107,Baseball Magazine All-Star,1945,ML,walkedi02,NULL,NULL,NULL,NULL,RF,N
3108,Baseball Magazine All-Star,1945,NL,walkedi02,NULL,NULL,NULL,NULL,RF,N
3109,MVP,1945,NL,walkedi02,66.0,336.0,0.0,NULL,NULL,Y
3110,Baseball Magazine All-Star,1945,AL,wolffro01,NULL,NULL,NULL,NULL,P4,N
3111,MVP,1945,AL,wolffro01,78.0,336.0,0.0,NULL,NULL,Y
3112,Baseball Magazine All-Star,1945,NL,wyseha01,NULL,NULL,NULL,NULL,P4,N
3113,MVP,1945,NL,wyseha01,72.0,336.0,0.0,NULL,NULL,Y
3114,MVP,1945,AL,yorkru01,1.0,336.0,0.0,NULL,NULL,Y
3115,MVP,1946,AL,applilu01,26.0,336.0,0.0,NULL,NULL,Y
3116,MVP,1946,AL,berarjo01,2.0,336.0,0.0,NULL,NULL,Y
3117,Baseball Magazine All-Star,1946,AL,boudrlo01,NULL,NULL,NULL,NULL,SS,N
3118,Baseball Magazine All-Star,1946,ML,boudrlo01,NULL,NULL,NULL,NULL,SS,N
3119,MVP,1946,AL,boudrlo01,37.0,336.0,0.0,NULL,NULL,Y
3120,Baseball Magazine All-Star,1946,NL,brechha01,NULL,NULL,NULL,NULL,P3,N
3121,MVP,1946,NL,brechha01,14.0,336.0,0.0,NULL,NULL,Y
3122,MVP,1946,AL,caldwea01,18.0,336.0,0.0,NULL,NULL,Y
3123,Baseball Magazine All-Star,1946,NL,cavarph01,NULL,NULL,NULL,NULL,CF,N
3124,MVP,1946,NL,cavarph01,49.0,336.0,0.0,NULL,NULL,Y
3125,MVP,1946,AL,chandsp01,12.0,336.0,0.0,NULL,NULL,Y
3126,MVP,1946,NL,coxbi02,5.0,336.0,0.0,NULL,NULL,Y
3127,Baseball Magazine All-Star,1946,AL,cullero01,NULL,NULL,NULL,NULL,RF,N
3128,TSN All-Star,1946,ML,dimagdo01,NULL,NULL,NULL,NULL,OF,N
3129,MVP,1946,AL,dimagdo01,56.0,336.0,0.0,NULL,NULL,Y
3130,Baseball Magazine All-Star,1946,AL,dimagjo01,NULL,NULL,NULL,NULL,CF,N
3131,Baseball Magazine All-Star,1946,ML,dimagjo01,NULL,NULL,NULL,NULL,CF,N
3132,MVP,1946,AL,dimagjo01,6.0,336.0,0.0,NULL,NULL,Y
3133,Baseball Magazine All-Star,1946,AL,doerrbo01,NULL,NULL,NULL,NULL,2B,N
3134,Baseball Magazine All-Star,1946,ML,doerrbo01,NULL,NULL,NULL,NULL,2B,N
3135,TSN All-Star,1946,ML,doerrbo01,NULL,NULL,NULL,NULL,2B,N
3136,MVP,1946,AL,doerrbo01,158.0,336.0,5.0,NULL,NULL,Y
3137,TSN Manager of the Year,1946,ML,dyered01,NULL,NULL,NULL,NULL,NULL,N
3138,MVP,1946,NL,edwarbr01,20.0,336.0,0.0,NULL,NULL,Y
3139,Baseball Magazine All-Star,1946,NL,ennisde01,NULL,NULL,NULL,NULL,LF,N
3140,MVP,1946,NL,ennisde01,61.0,336.0,0.0,NULL,NULL,Y
3141,Baseball Magazine All-Star,1946,AL,fellebo01,NULL,NULL,NULL,NULL,P1,N
3142,Baseball Magazine All-Star,1946,ML,fellebo01,NULL,NULL,NULL,NULL,P1,N
3143,TSN All-Star,1946,ML,fellebo01,NULL,NULL,NULL,NULL,P,N
3144,MVP,1946,AL,fellebo01,105.0,336.0,1.0,NULL,NULL,Y
3145,Baseball Magazine All-Star,1946,AL,ferrida01,NULL,NULL,NULL,NULL,P3,N
3146,TSN All-Star,1946,ML,ferrida01,NULL,NULL,NULL,NULL,P,N
3147,MVP,1946,AL,ferrida01,94.0,336.0,1.0,NULL,NULL,Y
3148,MVP,1946,NL,furilca01,1.0,336.0,0.0,NULL,NULL,Y
3149,MVP,1946,AL,greenha01,91.0,336.0,2.0,NULL,NULL,Y
3150,MVP,1946,NL,gustifr01,4.0,336.0,0.0,NULL,NULL,Y
3151,MVP,1946,NL,hattogr01,12.0,336.0,0.0,NULL,NULL,Y
3152,MVP,1946,AL,henrito01,1.0,336.0,0.0,NULL,NULL,Y
3153,MVP,1946,NL,higbeki01,18.0,336.0,0.0,NULL,NULL,Y
3154,MVP,1946,NL,holmeto01,11.0,336.0,0.0,NULL,NULL,Y
3155,MVP,1946,NL,hoppjo01,34.0,336.0,0.0,NULL,NULL,Y
3156,MVP,1946,AL,hughste01,19.0,336.0,0.0,NULL,NULL,Y
3157,MVP,1946,NL,juddos01,1.0,336.0,0.0,NULL,NULL,Y
3158,MVP,1946,AL,kellech01,17.0,336.0,0.0,NULL,NULL,Y
3159,Baseball Magazine All-Star,1946,AL,kellge01,NULL,NULL,NULL,NULL,3B,N
3160,TSN All-Star,1946,ML,kellge01,NULL,NULL,NULL,NULL,3B,N
